count,asn_no,asn_org
1,64267,Sprious LLC
1,35728,MTS PJSC
1,45650,Vianet Communications Pvt. Ltd.
1,200393,Klett IT GmbH
1,23352,Server Central Network
1,44133,IPAX OG
1,33724,BIZNESSHOSTING-DBA-VOLICO
1,20093,ZEROLAG
1,53828,"NETWORK INNOVATIONS, INC."
1,58640,NEXTRA TELESERVICES PVT. LTD.
1,201563,Avalon d.o.o.
1,8468,Cityfibre Limited
1,35893,AirComPlus Inc.
1,8751,Media Sat Srl
1,18260,"EHIME CATV CO.,LTD."
1,6707,D-Market Elektronik Hizmetler Tic. A.S.
1,22990,ALBANYEDU
1,4657,StarHub Ltd
1,58096,Viter Evgeniy Vasilevich
1,399334,SKYSILK-02
1,6802,Bulgarian Research and Education Network Association (BREN)
1,8615,Central Telegraph Public Joint-stock Company
1,3382,University of Indonesia
1,39582,Grid Telekomunikasyon Hizmetleri AS
1,199046,JetNet for Information Technology and Telecommunications Limited Liability Company
1,41789,LLC Teledyne Systems Limited
1,131621,Taiwan Network Information Center
1,1161,SURF B.V.
1,17661,NHN JAPAN Corp.
1,44213,Abuyousef Co & Partners For General Trade
1,39629,Lansoft Data Srl
1,9916,National Chiao Tung University
1,12796,Telecommunication Company Varna EAD
1,38826,Infinite Networks Pty Ltd
1,27365,CENGAGE-OHCIN
1,15805,MTN Cyprus Limited
1,199419,Limon Yazilim Ve Bilisim Danismanlik Hizmetleri Limited Sirketi
1,11404,vanoppen.biz LLC
1,35100,Patrik Lagerman
1,56038,RackCorp
1,41862,OOO MediaSeti
1,55081,24 SHELLS
1,28824,Jakob Hatteland Solutions AS
1,34895,hostNET Medien GmbH
1,45504,4F-1 NO. 20 Ta-Lung Road
1,198857,Nowogrod.net Sp. Z O.o.
1,54044,Chris Danielle Micro Solutions (CDMS) Inc.
1,33187,SHSU
1,11045,STERLING
1,63068,CROCWEB
1,52023,Serv S.r.l.
1,46997,NATOLAB
1,27866,COMPANIA PARAGUAYA DE COMUNICACIONES S.A. COPACO S.A.
1,135751,Enstage Software Private Limited
1,64271,RIXCLOUD-INC
1,57403,HFM S.R.L
1,25124,Datak Company LLC
1,56457,Fastpath Ike
1,200342,24x7 Hosting B.V.
1,4473,AT&T Corp.
1,48635,Astralus B.V.
1,36444,NEXCESS.NET L.L.C.
1,38244,Trung tam VNNIC
1,51590,Przedsiebiorstwo Handlowoprodukcyjnouslugowe aronet Andrzej Olszewski
1,131293,TOT Public Company Limited
1,50517,King Saud University
1,24955,JSC Ufanet
1,209853,Veridyen Bilisim Teknolojileri Sanayi ve Ticaret Limited Sirketi
1,42094,Realitatea Media S.A.
1,25969,SLU
1,21130,Iomart Cloud Services Limited
1,39927,E-Light-Telecom Ltd.
1,44233,SPC Net Soluciones de Negocio Electronico S.L.
1,57814,WEBCOM Ltd
1,46805,Inter Connects Inc
1,264490,ANDRA TELECOM
1,4750,CS LOXINFO PUBLIC COMPANY LIMITED
1,5071,Navigata Communications Limited
1,58820,APIK Media Networks
1,265738,AGRUPACION DE PROVEEDORES DE SERVICIOS
1,31477,Duocast B.V.
1,25094,Centre des technologies de l'information de l'Etat
1,9934,Mongolia Telecom
1,3561,CENTURYLINK-LEGACY-SAVVIS
1,26558,Freewheel Media Inc.
1,148981,China Telecom
1,135392,UAB HostBaltic
1,131755,PT Axarva Media Teknologi
1,208046,HostSlick
1,266539,LINQ TELECOMUNICACOES
1,136210,IT Spectrum Company Limited
1,26615,Tim Celular S.A.
1,394695,PDR
1,132005,"209, Laxmi Plaza"
1,43667,Vermont-IT Limited Liability Company
1,62082,Hostland LTD
1,45007,VIPNET PRIM Ltd
1,45538,Online data services
1,12570,Nej.cz s.r.o.
1,48524,"INTERRA telecommunications group, Ltd."
1,141966,PT Instanet Media Nusantara
1,9541,Cyber Internet Services (Pvt) Ltd.
1,47551,mayak Network LLC
1,263799,CARIBBEAN COMMUNICATION SERVICES
1,9125,Drustvo za telekomunikacije Orion telekom doo Beograd-Zemun
1,61414,Edgenap Ltd
1,131668,Taiwan Digital Streaming Co.
1,41722,Miran Ltd.
1,27648,"TELECOMUNICACIONES BANTEL, C.A."
1,44869,FIBIA P/S
1,60825,Citrix Systems UK Ltd.
1,24226,Catalyst.Net Ltd
1,23668,KOREA POLYTECHNIC UNIVERSITY
1,159,OSUNET-AS
1,40591,BUCKNELLUNIVERSITY
1,34660,iDAQ Ltd.
1,134319,Elyzium Technologies Pvt. Ltd.
1,52170,Helen Oy
1,42585,Metaregistrar B.V.
1,12436,Bergon Internet Ltd.
1,16345,PVimpelCom
1,204035,oneCorp GmbH
1,13135,Wieske's Crew GmbH
1,36221,ESOSOFT
1,46626,SICKKIDS-AS-01
1,25780,HUGESERVER-NETWORKS
1,38220,www.amaze.com.au
1,42668,Nevalink LTD
1,8386,Vodafone Net Iletisim Hizmetleri Anonim Sirketi
1,58461,"No.288,Fu-chun Road"
1,13424,Intercity
1,265262,Skymail Servicos de Computacao e Provimento de Inf
1,36992,Etisalat Misr
1,48359,Hesabgar Pardaz Gharb Company (Private Joint Stock)
1,207459,Taner Temel
1,17589,GABIA Inc.
1,263329,FIBERCOM Telecomunicacoes
1,21282,KazNIC Organization
1,9905,Linknet ASN
1,10204,Arcnet NTT MSC ISP
1,49730,auxo It Services LLC
1,11404,AS-WAVE-1
1,400519,PLAYIT-GG
1,33763,Paratus
1,29199,Escp Europe
1,8416,Infoline Ltd.
1,973,REVIVE-IT-NETWORK
1,42845,Bretagne Telecom Sasu
1,21299,Kar-Tel LLC
1,200713,Zettaplan AG
1,7377,"University of California, San Diego"
1,7859,PAIR-NETWORKS
1,45731,"ARDH GLOBAL INDONESIA, PT"
1,62416,"Sampling Line-servicos E Internet, Lda"
1,1968,University of Massachusettes
1,24138,China Tietong Telecommunication Corporation
1,8745,Bulgarian Academy of Sciences
1,44375,Asmanfaraz Sepahan Company (P.J.S)
1,49189,LLC RuWeb
1,200709,SIA Bighost.lv
1,202105,Al wafai International For Communication and Information Technology LLC
1,199404,WHG Hosting Services Ltd
1,2572,MORENET
1,42652,inexio Informationstechnologie und Telekommunikation Gmbh
1,212711,Daniel Terrence Thorpe
1,58621,Vodien Internet Solutions Pte Ltd
1,205876,Hoasted B.V.
1,29278,Deninet KFT
1,134512,HostPalace Web Solution PVT LTD
1,51219,Closed Joint Stock Company CROC incorporated
1,132199,Globe Telecom Inc.
1,33561,"Green House Data, Inc."
1,11432,Telium Telecomunicacoes Ltda
1,22063,JPGT-22063
1,52270,X-Host SRL
1,17447,Net4India Ltd
1,803,Saskatchewan Telecommunications
1,393552,COL-LPC
1,62597,NSONE
1,210819,Netversor GmbH
1,199727,Asten Cloud SAS
1,20632,PJSC MegaFon
1,25459,NedZone Internet BV
1,38758,PT. HIPERNET INDODATA
1,399139,CLOUDFITTERS-NTW-01
1,55664,PT Exa Rekatek Prosolusi
1,47602,Profisol Telecom S.R.L.
1,17573,T Broad
1,4434,PT Rahajasa Media Internet
1,44056,Trytek LLC
1,2561,EUN
1,61269,Joint Stock Company Russian Agency for Small and Medium Business Support
1,15817,Mittwald CM Service GmbH & Co. KG
1,24282,KAGOYA JAPAN Inc.
1,13236,Datacom Ltd
1,21211,"Penkiu kontinentu komunikaciju centras, Ltd."
1,15256,Itau Unibanco S.A.
1,208273,SecuNET INC
1,17894,"AyalaPort Makati, Inc. / Data Center Operator"
